323,638,670,854,0,209,48,35,105,9,163,0,221,12,281,48,347,191,247,206,213,113,183,99,155,95,127,101,100,126,77,216
379,882,600,961,17,3,45,17,73,25,101,29,129,27,157,17,185,0,221,42,184,59,148,74,111,79,74,78,37,65,0,47
444,607,509,637,0,2,10,1,20,1,30,1,40,0,50,0,61,0,65,26,55,26,45,27,36,28,26,28,16,29,7,30
1026,765,1092,797,0,3,10,2,21,2,32,1,42,1,53,0,64,0,66,27,56,27,46,28,36,29,26,30,16,31,7,32
886,797,1243,1014,0,212,49,42,107,13,166,0,226,2,288,39,357,191,268,205,232,118,202,103,173,101,144,110,116,127,94,217
953,1040,1184,1121,24,8,54,19,84,29,114,29,143,28,172,15,202,0,231,36,193,60,155,74,116,81,78,78,39,68,0,44
955,1158,1184,1190,0,3,38,2,76,2,114,1,152,1,190,0,228,0,229,29,191,29,153,30,115,30,77,31,39,31,2,32
888,1190,1239,1243,0,3,58,6,117,9,175,9,234,8,292,5,351,0,350,38,293,49,236,52,179,53,122,52,65,52,9,44
970,1246,1171,1278,0,4,33,3,66,2,100,2,133,1,166,0,200,0,201,29,167,29,134,30,100,30,67,31,33,31,0,32
383,1002,601,1028,0,0,36,0,72,0,109,0,145,0,181,0,218,0,218,26,181,26,145,26,109,26,72,26,36,26,0,26
311,1030,710,1077,13,4,77,6,141,6,206,8,270,6,334,2,399,0,399,32,332,40,266,45,199,47,133,47,66,47,0,40
344,1077,660,1111,0,3,52,4,104,7,157,7,209,5,261,2,314,0,316,27,263,30,211,33,158,34,106,33,53,30,1,27
1452,777,1795,975,0,194,59,28,116,11,173,0,230,0,287,26,343,198,273,193,243,100,216,87,190,90,164,92,138,111,115,198
1540,1013,1751,1091,25,9,52,19,80,27,107,30,134,25,160,15,187,0,211,33,176,56,142,74,107,78,72,76,36,65,0,44
1532,1126,1752,1157,3,5,38,4,74,3,110,2,146,1,182,0,218,0,220,27,183,27,146,28,110,29,73,29,36,30,0,31
1424,1149,1814,1211,0,11,64,13,129,16,193,17,258,18,322,10,387,0,390,40,325,58,261,58,196,62,131,57,66,56,2,50
1550,1211,1741,1245,0,5,31,4,63,3,95,2,127,1,159,0,191,0,187,28,156,29,125,30,94,31,63,32,32,33,2,34
1615,744,1673,772,0,1,9,0,19,0,29,0,38,0,48,0,58,0,57,27,48,27,39,27,30,27,21,27,12,27,3,28
321,1107,700,1147,0,4,62,14,125,16,188,16,250,10,313,6,376,0,379,19,315,30,252,34,189,39,126,40,63,37,0,24
937,1279,1198,1310,0,2,43,8,87,9,130,8,174,8,217,7,261,0,260,20,217,29,174,31,132,29,89,30,46,29,4,27
1498,1245,1775,1277,0,2,46,8,92,11,138,10,184,10,230,6,277,0,277,24,231,27,185,28,139,30,93,32,47,32,2,29
