643,422,853,468,0,10,35,5,70,4,105,2,140,0,175,6,210,16,190,46,159,42,129,39,99,39,68,39,38,43,8,44
527,513,924,574,0,11,66,9,132,7,198,5,264,3,330,1,397,0,397,52,331,53,266,55,200,56,135,58,69,59,4,61
622,619,828,669,14,0,41,8,69,11,97,13,125,9,153,7,181,5,206,38,171,47,137,50,102,49,68,48,34,45,0,37
519,1150,1425,1270,18,3,163,2,309,2,455,1,601,1,747,0,893,0,906,120,755,119,604,118,453,117,302,116,151,115,0,114
475,1272,1483,1368,8,8,171,6,335,5,498,4,662,2,825,1,989,0,1008,96,840,95,672,95,504,95,336,94,168,94,0,94
950,1379,1005,1470,5,91,4,76,3,61,2,46,1,31,0,16,0,2,55,0,52,15,49,30,47,45,44,60,41,75,39,91
597,1475,1350,1576,5,5,125,4,245,3,365,2,485,1,605,0,725,0,753,98,627,98,502,99,376,99,251,100,125,100,0,101
41,1010,136,1044,5,2,20,1,35,1,50,1,65,0,80,0,95,0,92,34,76,33,61,33,46,33,30,32,15,32,0,32
1871,849,1927,875,0,0,8,0,17,0,26,0,35,0,44,0,53,1,56,21,48,21,40,22,32,23,24,24,16,25,9,26
1945,847,1992,878,0,2,5,1,11,1,17,1,23,0,29,0,35,0,47,24,39,25,32,26,25,27,17,28,10,29,3,31
1887,876,1993,900,0,0,16,0,33,0,50,0,66,0,83,0,100,0,106,23,89,23,72,23,56,23,39,23,22,23,6,24
1882,899,2000,926,0,3,18,2,37,2,55,1,74,1,92,0,111,0,118,26,100,26,82,26,64,26,46,26,28,26,10,27
