129,199,1062,519,0,164,157,78,314,34,470,0,625,11,780,58,933,185,839,320,716,221,593,187,470,180,346,193,222,252,99,312
498,371,701,446,0,15,33,15,67,5,101,0,135,3,169,8,203,15,190,75,158,73,127,65,96,67,65,62,34,65,3,75
335,898,851,976,0,0,86,0,172,0,258,0,344,0,430,0,516,0,516,78,430,78,344,78,258,78,172,78,86,78,0,78
246,986,945,1064,0,0,116,0,233,0,349,0,466,0,582,0,699,0,699,78,582,78,466,78,349,78,233,78,116,78,0,78
202,1077,981,1238,0,0,129,0,259,0,389,0,519,0,649,0,779,0,779,161,649,161,519,161,389,161,259,161,129,161,0,161
291,1264,879,1294,0,0,98,0,196,0,294,0,392,0,490,0,588,0,588,30,490,30,392,30,294,30,196,30,98,30,0,30
306,1302,876,1328,0,0,95,0,190,0,285,0,380,0,475,0,570,0,570,26,475,26,380,26,285,26,190,26,95,26,0,26
277,1341,910,1365,0,0,105,0,211,0,316,0,422,0,527,0,633,0,633,24,527,24,422,24,316,24,211,24,105,24,0,24
299,1377,852,1407,0,0,92,0,184,0,276,0,368,0,460,0,553,0,553,30,460,30,368,30,276,30,184,30,92,30,0,30
481,1425,707,1449,0,0,37,0,75,0,113,0,150,0,188,0,226,0,226,24,188,24,150,24,113,24,75,24,37,24,0,24
