252,34,294,44,0,0,7,0,14,0,21,0,28,0,35,0,42,0,42,10,35,10,28,10,21,10,14,10,7,10,0,10
256,47,293,60,0,0,6,0,12,0,18,0,24,0,30,0,37,0,37,13,30,13,24,13,18,13,12,13,6,13,0,13
212,247,659,284,0,0,74,0,149,0,223,0,298,0,372,0,447,0,447,37,372,37,298,37,223,37,149,37,74,37,0,37
119,328,186,480,0,152,0,126,0,101,0,76,0,50,0,25,1,0,67,0,66,25,66,50,66,76,66,101,66,126,66,152
187,317,597,352,2,0,69,0,137,1,205,1,273,2,341,2,409,3,410,35,341,34,273,34,205,33,136,33,68,32,0,32
195,361,625,402,0,0,71,0,143,0,215,0,286,0,358,0,430,0,430,41,358,41,286,41,215,41,143,41,71,41,0,41
195,413,611,452,0,0,69,0,138,0,208,0,277,0,346,0,416,0,416,39,346,39,277,39,208,39,138,39,69,39,0,39
191,464,623,497,0,0,72,0,144,0,216,0,288,0,360,0,432,0,432,33,360,33,288,33,216,33,144,33,72,33,0,33
190,508,583,549,0,0,65,1,131,2,196,3,262,4,327,5,393,6,393,41,327,41,262,41,196,41,131,41,65,41,0,41
183,563,616,601,1,0,73,0,145,0,217,0,289,0,361,0,433,0,432,38,360,38,288,38,216,38,144,38,72,38,0,38
169,612,620,646,0,0,75,0,150,1,225,2,300,2,375,3,451,4,451,34,375,34,300,34,225,34,150,34,75,34,0,34
147,658,578,695,0,0,71,0,143,0,215,0,287,0,359,0,431,0,431,37,359,37,287,37,215,37,143,37,71,37,0,37
108,712,597,746,0,0,81,0,163,0,244,0,326,0,407,0,489,0,489,34,407,34,326,34,244,34,163,34,81,34,0,34
105,756,614,797,0,0,84,0,169,0,254,0,339,0,424,0,509,0,509,41,424,41,339,41,254,41,169,41,84,41,0,41
109,810,644,852,0,0,89,0,178,0,267,0,356,0,445,0,535,0,535,42,445,42,356,42,267,42,178,42,89,42,0,42
106,859,607,897,0,0,83,0,167,0,250,0,334,0,417,0,501,0,501,38,417,38,334,38,250,38,167,38,83,38,0,38
275,918,468,954,0,0,32,0,64,0,96,0,128,0,160,0,192,0,193,36,161,36,129,36,97,36,65,36,33,36,1,36
287,957,405,996,0,0,19,0,39,0,59,0,78,0,98,0,118,0,118,39,98,39,78,39,59,39,39,39,19,39,0,39
407,952,455,981,0,13,7,10,15,8,23,6,31,4,39,2,47,0,48,14,40,16,33,19,26,21,19,24,12,26,5,29
424,972,452,989,0,6,4,5,9,4,14,3,18,2,23,1,28,0,28,11,23,12,18,13,14,14,9,15,4,16,0,17
442,990,472,999,0,0,5,0,10,0,15,0,20,0,25,0,30,0,30,9,25,9,20,9,15,9,10,9,5,9,0,9
438,1000,469,1007,0,0,5,0,10,0,15,0,20,0,25,0,31,0,31,7,25,7,20,7,15,7,10,7,5,7,0,7
301,1007,449,1021,0,0,24,0,49,0,74,0,98,0,123,0,148,0,148,14,123,14,98,14,74,14,49,14,24,14,0,14
687,26,716,934,0,908,0,756,0,605,0,454,0,302,0,151,0,0,29,0,29,151,29,302,29,454,29,605,29,756,29,908
711,452,734,825,0,373,0,311,0,249,0,187,0,125,0,63,0,2,23,0,23,61,23,123,23,185,23,246,23,308,23,370
225,17,557,185,30,68,77,68,123,65,167,52,209,35,252,17,295,0,332,88,278,110,227,139,171,151,116,163,59,168,0,164
