1145,607,2251,1072,2,18,215,0,419,8,609,55,790,128,954,252,1106,408,989,465,855,317,707,213,544,148,376,102,195,91,0,122
2149,50,2338,777,113,727,35,604,14,488,0,371,6,251,6,132,9,28,131,0,113,109,96,223,90,336,107,447,125,558,189,670
339,1687,729,2578,3,872,0,706,20,548,80,405,153,267,229,130,325,0,390,106,295,220,235,345,181,472,153,607,128,743,141,891
363,2583,940,3185,130,5,151,137,218,231,288,322,367,405,473,465,577,527,452,602,332,535,231,454,150,358,75,257,29,135,0,0
1779,2796,2205,3128,0,275,70,236,143,202,208,156,273,109,332,54,392,0,426,72,363,122,302,174,239,223,172,265,100,301,26,332
776,2430,1527,2614,57,0,170,39,283,70,399,85,515,85,633,77,751,64,709,171,589,176,469,184,350,174,233,158,115,137,0,101
768,1341,1236,1715,0,302,64,239,127,174,199,122,275,76,352,31,439,0,468,60,375,86,296,130,222,182,150,237,81,296,26,374
2241,1378,2620,2100,57,0,176,91,251,202,312,319,355,444,371,581,379,722,260,683,264,563,236,457,199,355,149,259,91,166,0,88
2192,2089,2618,2811,0,639,79,546,147,447,200,341,252,234,289,120,314,0,426,21,402,156,359,281,300,398,235,512,154,618,70,722
1947,31,2057,524,97,61,83,133,81,205,79,277,81,349,92,421,110,493,6,446,4,372,1,297,0,223,4,148,13,74,27,0
1418,3860,1955,4288,0,382,79,317,161,255,242,192,321,127,401,63,483,0,537,70,458,135,378,198,297,260,220,327,141,392,44,428
2278,2748,2398,2870,0,78,10,65,20,52,31,39,41,26,51,13,62,0,120,52,109,63,99,75,89,87,78,98,68,110,58,122
2257,2932,2409,3085,0,46,12,63,25,80,37,97,50,114,62,131,75,149,152,153,134,127,117,102,100,76,82,51,65,25,48,0
238,1355,350,1851,26,496,6,411,0,328,3,245,11,162,32,81,58,0,112,37,91,101,81,166,71,231,65,297,65,363,78,431
127,1670,246,1924,26,254,18,211,13,170,5,130,0,89,0,48,2,10,83,0,85,32,91,70,96,108,96,146,98,184,119,226
194,1210,314,1347,0,106,7,88,14,70,22,53,29,35,36,17,44,0,120,41,113,57,107,73,100,89,94,105,87,121,81,137
2516,2266,2685,2534,0,224,21,189,39,153,52,115,63,76,81,40,86,0,169,47,154,83,141,120,125,156,112,193,104,232,86,268
1771,1762,2124,2027,0,213,53,177,106,142,159,106,212,71,265,35,319,0,353,60,298,94,244,128,189,162,135,196,80,230,26,265
2220,1635,2376,2027,156,0,153,99,146,168,130,234,101,296,73,359,47,392,0,351,5,330,26,280,42,228,60,176,81,126,104,42
494,2205,801,2485,14,0,54,48,99,89,149,124,202,154,252,189,307,218,215,280,179,251,143,223,107,195,70,169,34,141,0,111
2524,1262,2644,1358,0,0,21,8,39,21,61,28,81,39,99,52,120,62,75,96,62,91,51,85,42,75,32,67,20,62,8,57
152,372,768,680,42,0,137,22,233,42,328,65,425,79,521,96,616,123,521,209,432,261,345,275,257,308,170,308,84,290,0,196
2690,2,2848,103,0,55,23,45,46,36,69,27,92,18,115,9,138,0,158,42,136,51,114,61,92,71,70,81,48,91,26,101
1154,0,1601,51,10,16,71,25,131,26,192,23,252,19,312,9,373,0,447,2,373,21,299,36,225,44,151,51,75,48,0,39
