169,126,635,342,0,201,78,60,156,10,234,0,311,8,389,52,466,204,407,216,349,98,291,70,233,58,176,67,118,102,61,216
175,382,635,599,32,10,98,110,164,155,229,167,293,157,356,118,418,0,460,15,387,147,311,200,235,217,158,200,80,153,0,28
689,1,946,62,17,0,54,17,91,27,128,26,165,23,202,16,240,2,257,24,214,49,171,60,128,61,85,56,42,44,0,25
1100,7,1193,63,0,1,15,0,30,0,46,0,61,0,76,0,92,0,93,56,77,55,62,54,46,54,31,53,15,52,0,52
1090,519,1186,653,0,131,0,109,0,87,1,65,1,43,1,21,2,0,96,1,94,23,93,45,91,67,90,89,88,111,87,134
1027,1345,1149,1390,4,1,23,0,43,0,63,0,82,0,102,0,122,0,121,45,100,44,80,44,60,44,40,44,20,44,0,44
1016,1395,1188,1450,5,4,32,3,60,2,88,2,116,1,144,0,172,0,172,55,143,54,114,54,86,54,57,54,28,54,0,54
133,1428,1004,1488,0,14,145,11,290,9,435,7,580,4,725,2,871,0,869,55,725,55,581,56,437,57,293,58,149,59,6,60
0,1493,116,1563,10,3,27,2,45,2,63,1,80,1,98,0,116,0,114,70,95,70,76,70,57,70,38,70,19,70,0,70
2,1568,116,1597,3,0,21,0,39,1,57,1,75,2,93,2,112,3,114,29,95,29,76,29,57,29,38,29,19,29,0,29
1106,683,1200,823,0,135,0,112,1,90,1,67,2,45,2,22,3,0,94,7,94,29,94,51,94,73,94,95,93,117,93,140
0,696,95,970,0,274,0,228,0,183,0,137,0,92,0,46,0,1,58,0,64,44,70,88,76,133,82,177,88,221,95,266
