177,75,245,107,4,0,14,3,25,7,36,10,46,14,57,17,68,21,58,32,48,28,38,25,29,22,19,19,9,16,0,13
149,89,477,207,19,0,70,14,122,28,173,42,225,56,276,70,328,85,312,118,260,103,208,88,156,73,104,58,52,43,0,28
123,130,312,207,13,0,42,7,71,15,101,23,130,31,159,39,189,47,176,77,146,68,117,59,88,51,58,42,29,33,0,25
118,164,222,209,2,0,19,5,36,10,53,15,70,20,87,25,104,30,99,45,82,40,66,35,49,31,33,26,16,21,0,17
106,184,265,247,8,0,33,7,58,14,83,21,108,28,133,35,159,43,152,63,126,55,101,48,76,40,50,33,25,25,0,18
384,206,469,254,10,0,22,3,35,6,47,10,60,13,72,16,85,20,77,48,64,44,51,40,38,36,25,32,12,28,0,24
374,261,455,299,7,0,19,3,31,7,44,10,56,14,68,17,81,21,73,38,60,34,48,31,36,28,24,25,12,22,0,19
444,310,602,473,0,1,55,0,90,18,122,39,143,71,158,109,157,163,126,155,128,112,114,84,100,56,73,41,45,27,3,26
381,468,598,547,217,11,184,55,149,72,114,79,77,76,39,60,0,32,19,14,49,40,79,52,108,57,136,51,163,38,189,0
427,365,511,495,84,18,78,36,72,55,66,74,60,92,54,111,49,130,0,112,6,93,13,74,19,56,26,37,32,18,39,0
405,373,456,462,51,11,46,24,42,37,38,50,33,63,29,76,25,89,0,80,4,66,8,53,13,40,17,26,21,13,26,0
387,379,426,441,39,11,36,19,33,28,30,36,27,45,24,53,22,62,0,53,2,44,5,35,7,26,10,17,12,8,15,0
350,315,440,488,90,25,63,40,45,59,34,80,27,103,31,129,42,159,22,173,2,134,0,101,8,72,20,44,40,18,80,0
