68,55,415,105,0,1,57,0,115,0,173,0,231,0,289,0,347,0,345,44,287,45,230,46,173,47,115,48,58,49,1,50
465,70,649,103,0,0,30,0,61,0,91,0,122,0,152,0,183,0,184,33,153,33,123,33,92,33,62,33,31,33,1,33
657,56,849,104,0,1,31,0,63,0,95,0,126,0,158,0,190,0,192,47,160,47,128,47,97,47,65,47,33,47,2,48
904,71,1088,112,0,0,30,0,61,1,91,1,122,2,152,2,183,3,184,41,153,40,122,39,92,38,61,37,30,36,0,36
1101,57,1428,109,0,0,54,0,108,0,162,0,216,0,270,0,324,1,327,50,272,50,218,50,164,51,109,51,55,51,1,52
373,142,1146,287,0,88,129,36,258,8,386,0,515,7,644,38,773,92,746,145,625,90,505,60,384,56,264,63,143,90,23,141
534,244,940,283,1,0,68,0,136,0,203,0,271,0,338,0,406,0,405,39,337,38,270,37,202,37,135,36,67,35,0,35
199,689,455,774,0,44,42,17,85,4,128,0,170,4,213,16,256,46,222,81,189,63,156,47,124,50,92,53,59,65,28,85
185,784,465,896,5,0,50,6,95,13,140,19,185,26,230,32,275,39,280,75,233,81,186,87,140,93,93,99,46,105,0,112
1005,856,1443,919,0,0,72,0,145,1,217,1,290,2,362,2,435,3,438,63,365,62,293,61,221,60,149,59,77,58,5,58
1098,932,1449,955,2,3,59,2,117,2,175,1,233,1,291,0,349,0,351,19,292,19,234,20,175,21,117,21,58,22,0,23
