98,69,966,149,0,0,144,0,289,0,434,0,578,0,723,0,868,0,868,80,723,80,578,80,434,80,289,80,144,80,0,80
529,156,568,184,0,0,6,0,13,0,19,0,26,0,32,0,39,0,39,28,32,28,26,28,19,28,13,28,6,28,0,28
271,159,782,246,29,0,106,27,184,35,263,35,341,34,420,32,499,11,511,64,425,75,339,83,254,87,169,82,84,72,0,49
346,316,704,332,0,0,59,0,119,0,179,0,238,0,298,0,358,0,358,16,298,16,238,16,179,16,119,16,59,16,0,16
102,307,250,338,0,0,24,0,49,0,74,0,98,0,123,0,148,0,148,31,123,31,98,31,74,31,49,31,24,31,0,31
810,312,958,333,0,0,24,0,49,0,74,0,98,0,123,0,148,0,148,21,123,21,98,21,74,21,49,21,24,21,0,21
126,1378,943,1394,0,0,136,0,272,0,408,0,544,0,680,0,817,0,817,16,680,16,544,16,408,16,272,16,136,16,0,16
908,1417,1036,1462,0,0,21,0,42,0,64,0,85,0,106,0,128,0,128,45,106,45,85,45,64,45,42,45,21,45,0,45
212,336,847,351,0,0,105,0,211,0,317,0,423,0,529,0,635,0,635,15,529,15,423,15,317,15,211,15,105,15,0,15
939,4,1011,48,0,0,12,0,24,0,36,0,48,0,60,0,72,0,72,44,60,44,48,44,36,44,24,44,12,44,0,44
