435,15,989,278,0,225,92,68,184,10,276,0,369,21,461,96,554,225,509,263,436,143,361,94,285,72,207,79,127,128,45,242
422,302,997,568,47,0,118,129,194,185,273,198,353,189,435,152,522,28,575,49,474,213,376,258,280,266,185,253,90,208,0,32
1094,349,1476,832,6,0,99,47,171,112,245,176,295,260,345,344,382,440,358,483,317,395,276,307,220,232,157,163,82,103,0,50
4,298,326,652,0,285,36,221,75,159,129,114,180,66,241,28,311,0,322,58,258,96,196,135,137,178,82,225,42,287,6,354
1783,1202,2315,1371,19,8,102,6,186,5,270,4,353,2,437,1,521,0,532,169,443,168,354,167,266,166,177,165,88,164,0,163
1804,1365,2313,1515,0,17,82,14,164,11,246,8,328,5,410,2,492,0,509,150,428,147,348,145,267,142,187,140,106,137,26,135
0,732,1405,1217,6,0,239,8,472,16,705,24,938,32,1171,40,1405,49,1403,485,1169,477,935,469,701,461,467,453,233,445,0,437
2,1172,1379,1618,6,0,234,2,463,5,691,7,920,10,1148,12,1377,15,1367,440,1139,441,911,442,683,443,455,444,227,445,0,446
68,1785,1278,1914,4,22,205,43,406,41,607,41,808,35,1009,18,1210,0,1206,82,1005,101,804,116,603,127,402,129,201,125,0,127
759,2036,1266,2324,0,215,92,202,180,179,262,144,341,99,420,56,494,0,507,69,428,118,350,168,267,206,182,239,93,264,4,288
38,2056,618,2341,11,0,95,64,185,111,275,159,374,182,473,206,580,210,547,285,451,257,351,238,254,212,164,171,76,124,0,51
